seq,t_send_ns,t_recv_ns,rtt_us
821,17839451931644,17839456764369,4832
822,17839501833659,17839505916193,4082
823,17839551854637,17839555907621,4052
824,17839601858354,17839605995960,4137
825,17839651859948,17839656068153,4208
826,17839701882727,17839705688729,3806
827,17839751899241,17839756094747,4195
828,17839802070010,17839806278754,4208
829,17839851866069,17839856086401,4220
830,17839901844513,17839905702427,3857
831,17839951872234,17839956041721,4169
832,17840001964250,17840006165372,4201
833,17840051907821,17840056326446,4418
834,17840101823946,17840105928382,4104
835,17840151896431,17840155197061,3300
836,17840201851726,17840205017798,3166
837,17840251920941,17840255460933,3539
838,17840301915242,17840306266649,4351
839,17840351891324,17840356486153,4594
840,17840401888905,17840405984740,4095
841,17840451895015,17840457727060,5832
842,17840501848843,17840506075331,4226
843,17840551846923,17840555855289,4008
844,17840601879816,17840605385445,3505
845,17840651883681,17840655245671,3361
846,17840701957228,17840706106507,4149
847,17840751848062,17840756023527,4175
848,17840801910994,17840805949314,4038
849,17840851883900,17840855168502,3284
850,17840901850646,17840905824690,3974
851,17840951934549,17840955942950,4008
852,17841001855093,17841005989588,4134
853,17841051920587,17841055988691,4068
854,17841102052186,17841106199419,4147
855,17841151918583,17841156149274,4230
856,17841201868168,17841205609098,3740
857,17841251851884,17841255364023,3512
858,17841301897329,17841305166674,3269
859,17841351903006,17841355930732,4027
860,17841401798899,17841405917730,4118
861,17841451933263,17841456097473,4164
862,17841502080741,17841506179831,4099
863,17841551865559,17841555998163,4132
864,17841601892803,17841606016548,4123
865,17841651872693,17841656036726,4164
866,17841701850733,17841706029947,4179
867,17841751845948,17841756037461,4191
868,17841801843869,17841806560678,4716
869,17841851868880,17841855706724,3837
870,17841901934172,17841904998257,3064
871,17841951868544,17841955137537,3268
872,17842001845835,17842005818108,3972
873,17842051912519,17842056041236,4128
874,17842101903792,17842106066674,4162
875,17842152040446,17842156258809,4218
876,17842201824546,17842205900045,4075
877,17842251884802,17842255988933,4104
878,17842301873958,17842305360705,3486
879,17842351859570,17842356020165,4160
880,17842401974173,17842406408375,4434
881,17842451980397,17842456404676,4424
882,17842501910109,17842506400464,4490
883,17842551881219,17842556184910,4303
884,17842601853833,17842605872893,4019
885,17842651864737,17842655981296,4116
886,17842701978538,17842706199039,4220
887,17842751887489,17842756099961,4212
888,17842801875902,17842806280178,4404
889,17842851904663,17842856034730,4130
890,17842901903307,17842905971089,4067
891,17842951888404,17842956147916,4259
892,17843001819930,17843005906961,4087
893,17843051918877,17843056143451,4224
894,17843101924959,17843106027806,4102
895,17843151878421,17843155905736,4027
896,17843201857607,17843205609385,3751
897,17843251897278,17843254957086,3059
898,17843301857407,17843306010959,4153
899,17843351852616,17843356506514,4653
900,17843401844971,17843405736876,3891
901,17843451953056,17843456820252,4867
902,17843501905776,17843506216426,4310
903,17843552101359,17843556984241,4882
904,17843601871468,17843606901431,5029
905,17843651943605,17843656136921,4193
906,17843701895747,17843706004559,4108
907,17843751893258,17843756073828,4180
908,17843801846392,17843805902425,4056
909,17843851868506,17843856232604,4364
910,17843901879407,17843905782251,3902
911,17843952051599,17843956177832,4126
912,17844001833328,17844006207903,4374
913,17844051892208,17844056130991,4238
914,17844101898532,17844106000992,4102
915,17844151934221,17844156329453,4395
916,17844201932036,17844207204346,5272
917,17844251844429,17844256054285,4209
918,17844301919142,17844306272903,4353
919,17844351966319,17844355205680,3239
920,17844401873987,17844405923155,4049
921,17844452043026,17844455958714,3915
922,17844501961919,17844506132353,4170
923,17844551856905,17844555973792,4116
924,17844601813258,17844605705384,3892
925,17844651930359,17844656036581,4106
926,17844701942082,17844706025042,4082
927,17844751875702,17844755995813,4120
928,17844801951130,17844806061105,4109
929,17844851871142,17844855891984,4020
930,17844901941979,17844905927186,3985
931,17844951879973,17844955162141,3282
932,17845002005693,17845005593155,3587
933,17845051890347,17845056660994,4770
934,17845101942136,17845106020660,4078
935,17845151874584,17845156054335,4179
936,17845201910227,17845205976453,4066
937,17845251848560,17845255796710,3948
938,17845302094164,17845306294810,4200
939,17845351857787,17845356093079,4235
940,17845401901160,17845406083347,4182
941,17845451875230,17845455931982,4056
942,17845501911514,17845506012857,4101
943,17845551852217,17845555976016,4123
944,17845601862931,17845606061350,4198
945,17845651987638,17845656069114,4081
946,17845701925569,17845706293988,4368
947,17845751977524,17845756162838,4185
948,17845801844510,17845805914120,4069
949,17845851883245,17845856063413,4180
950,17845901885252,17845905765736,3880
951,17845951879559,17845955924083,4044
952,17846001806706,17846005766227,3959
953,17846051954205,17846056552384,4598
954,17846101867489,17846105909569,4042
955,17846151891802,17846156085533,4193
956,17846201858878,17846206000740,4141
957,17846251931846,17846256216579,4284
958,17846302005274,17846305427531,3422
959,17846351871896,17846355222523,3350
960,17846401876421,17846405434775,3558
961,17846451893012,17846456322193,4429
962,17846501885242,17846506176799,4291
963,17846551951490,17846556097977,4146
964,17846601847324,17846605869138,4021
965,17846651863948,17846655992391,4128
966,17846702007514,17846706332826,4325
967,17846751853033,17846755903405,4050
968,17846801937131,17846806091392,4154
969,17846851878435,17846855968458,4090
970,17846901955092,17846905917937,3962
971,17846951929923,17846956164984,4235
972,17847001848440,17847005980099,4131
973,17847051864036,17847055951923,4087
974,17847101988478,17847106115106,4126
975,17847152105107,17847156550788,4445
976,17847201966123,17847206425259,4459
977,17847251861185,17847255796480,3935
978,17847301888966,17847305806580,3917
979,17847351856617,17847358027205,6170
980,17847401843428,17847405967220,4123
981,17847451857133,17847456032913,4175
982,17847501865355,17847505946850,4081
983,17847551926709,17847556224453,4297
984,17847601911990,17847605753189,3841
985,17847651860813,17847655919982,4059
986,17847701848345,17847706063009,4214
987,17847751879365,17847755928198,4048
988,17847801878886,17847806044425,4165
989,17847851906699,17847856068246,4161
990,17847901863262,17847905833455,3970
991,17847951821437,17847955861202,4039
992,17848001917813,17848005220527,3302
993,17848051859982,17848054849722,2989
994,17848101985900,17848106010181,4024
995,17848151913824,17848156125918,4212
996,17848201873097,17848205953895,4080
997,17848251958424,17848256227576,4269
998,17848301931229,17848306045464,4114
999,17848351849575,17848356018450,4168
1000,17848401877622,17848405689357,3811
